,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.3,-7.985044311954818,4,3,6,8.8989999294281,-7.988811324107437,17,12.10700011253357
0,0.3,-5.306599394345755,4,3,13,17.282999992370605,-6.364757866435187,28,19.698000192642212
0,0.3,-7.4013998425945555,4,3,6,7.766000032424927,-7.408782631589089,20,15.675999879837036
0,0.3,-7.579867830444975,4,3,10,15.444000005722046,-7.578031147151869,15,14.289000034332275
0,0.3,-7.877390125863903,4,3,15,25.63100004196167,-7.860185065603855,32,22.717000007629395
0,0.3,-12.771646882536764,4,5,11,32.615999937057495,-12.773433214145118,16,24.8510000705719
0,0.3,-11.77383593361734,4,5,14,25.633000135421753,-11.135560454638206,232,112.09699988365173
0,0.3,-12.976000321054475,4,5,15,40.89800000190735,-12.980371094298363,21,27.079999923706055
0,0.3,-12.47116258452596,4,5,14,42.56699991226196,-12.474097780867151,30,35.168999910354614
0,0.3,-12.931249016673593,4,5,9,26.141000032424927,-12.933894763150814,18,30.060999870300293
0,0.3,-24.710415345023094,4,10,9,87.875,-24.72010403550555,50,191.95000004768372
0,0.3,-24.13534650169147,4,10,15,132.9100000858307,-22.820957072563818,122,348.6399998664856
0,0.3,-23.922524454957315,4,10,11,101.19599986076355,-24.036467987341304,187,363.393000125885
0,0.3,-23.667133736722914,4,10,152,427.12599992752075,-24.853353036398833,338,347.6470000743866
0,0.3,-22.68830139413189,4,10,228,995.4179999828339,-23.475178687411542,252,341.02699995040894
0,0.3,-7.731908298499851,10,3,16,96.10899996757507,-7.711582292070247,13,50.79200005531311
0,0.3,-7.834537034782414,10,3,9,45.723000049591064,-7.82991631331206,10,40.875
0,0.3,-7.6147934261616435,10,3,11,58.062000036239624,-7.617078686934334,14,47.03699994087219
0,0.3,-7.63255413198416,10,3,14,83.14000010490417,-7.627900726573044,10,40.967000007629395
0,0.3,-7.985125484367908,10,3,10,52.96399998664856,-7.986044151912842,11,49.729000091552734
0,0.3,-12.877306881327593,10,5,11,105.32299995422363,-12.8824988763943,15,79.88899993896484
0,0.3,-12.60921410324679,10,5,9,72.8050000667572,-12.61208551188242,14,89.84999990463257
0,0.3,-12.895140634346731,10,5,10,81.23599982261658,-12.898101715501399,21,96.65699982643127
0,0.3,-12.595230961206044,10,5,11,101.05799984931946,-12.596514360054684,12,68.30900001525879
0,0.3,-12.715372170033062,10,5,9,72.55099987983704,-12.723876756442657,11,66.01700019836426
0,0.3,-24.78580893587842,10,10,10,219.50800013542175,-24.798074253787355,26,285.64800000190735
0,0.3,-24.68296656493898,10,10,12,230.94900012016296,-24.707227566185207,31,300.2909998893738
0,0.3,-24.511839660254296,10,10,10,144.1050000190735,-24.515189260109,34,354.5829999446869
0,0.3,-24.30505988832652,10,10,16,308.17700004577637,-24.3493658539847,40,389.9430000782013
0,0.3,-24.084715459004233,10,10,17,323.3199999332428,-24.115665540674946,27,288.1410000324249
0,0.3,-7.741712997023745,15,3,12,158.1600000858307,-7.742885301133542,16,165.41400003433228
0,0.3,-7.7662929777984155,15,3,23,298.03600001335144,-7.761149197292087,23,208.57200002670288
0,0.3,-7.677405747906147,15,3,13,168.1819999217987,-7.67320244704848,11,103.40100002288818
0,0.3,-7.565301934725078,15,3,11,137.01799988746643,-7.5645995518517495,14,117.08699989318848
0,0.3,-7.811988295890218,15,3,11,137.24700021743774,-7.812812482278327,15,143.23100018501282
0,0.3,-12.689250388067938,15,5,9,152.24799990653992,-12.694403350817126,9,130.89100003242493
0,0.3,-12.96224252538418,15,5,14,259.8329999446869,-12.961229312936378,14,170.54300022125244
0,0.3,-12.4044602907514,15,5,10,167.3399999141693,-12.406597253216548,12,174.7260000705719
0,0.3,-12.927062542928626,15,5,10,180.7869999408722,-12.92842963046654,12,194.46000003814697
0,0.3,-12.316010049899509,15,5,10,156.42000007629395,-12.316968663572823,12,166.518000125885
0,0.3,-24.169627388028356,15,10,10,304.89800000190735,-24.195383519819444,15,297.9869999885559
0,0.3,-24.55399827215388,15,10,9,283.1710000038147,-24.556909145216196,20,487.6119999885559
0,0.3,-24.500478879879772,15,10,9,318.2350001335144,-24.504957708568732,17,383.4949998855591
0,0.3,-24.80560125437278,15,10,13,424.7300000190735,-24.821208102388802,27,537.3760001659393
0,0.3,-24.296547297033783,15,10,9,292.5809998512268,-24.303881902238437,23,477.85400009155273
0,0.3,-7.763787653384016,20,3,12,321.3670001029968,-7.764406384278555,17,317.9870002269745
0,0.3,-7.754930134849175,20,3,12,306.6749999523163,-7.756668567181935,21,384.8400001525879
0,0.3,-7.846669703993891,20,3,15,399.529000043869,-7.833669550527468,13,234.23600006103516
0,0.3,-7.766795146730866,20,3,13,342.0079998970032,-7.767754709470482,17,382.6050000190735
0,0.3,-7.8421510151318365,20,3,13,332.1050000190735,-7.839410743715735,12,242.9520001411438
0,0.3,-12.67810578124276,20,5,12,388.7880001068115,-12.668388543963559,19,389.5020000934601
0,0.3,-12.896433101817408,20,5,12,424.08899998664856,-12.895828536649764,13,315.45099997520447
0,0.3,-12.34209456544664,20,5,14,471.5420000553131,-12.341006726526544,13,354.3710000514984
0,0.3,-12.727530410099718,20,5,12,411.7260000705719,-12.728273492560648,21,475.9430000782013
0,0.3,-12.455620124843144,20,5,10,295.9920001029968,-12.457174701239701,14,326.15199995040894
0,0.3,-24.479992047296374,20,10,12,654.6089999675751,-24.496993886799736,15,546.4590001106262
0,0.3,-24.255390500865165,20,10,12,640.3479998111725,-24.265591420432422,13,517.3359999656677
0,0.3,-24.171994790275306,20,10,11,589.9069998264313,-24.173917257467114,26,948.9449999332428
0,0.3,-24.71219470580057,20,10,11,582.8610000610352,-24.716363803971795,15,670.7190001010895
0,0.3,-23.98226648057056,20,10,11,615.8689999580383,-24.017770149916768,20,742.5859999656677
0,0.3,-7.831081235007967,25,3,13,566.3340001106262,-7.827963600678798,17,491.5369999408722
0,0.3,-7.985339028533624,25,3,12,519.4409999847412,-7.985507225723122,13,488.12599992752075
0,0.3,-7.7299747166602835,25,3,13,628.547000169754,-7.7318727360251955,19,676.0650000572205
0,0.3,-7.836162805642321,25,3,19,880.970999956131,-7.81397273357938,14,473.0440001487732
0,0.3,-7.671089193808857,25,3,12,488.6100001335144,-7.672827790901989,18,607.8320000171661
0,0.3,-12.339646098861884,25,5,12,758.7799999713898,-12.33218261026756,11,511.18099999427795
0,0.3,-12.83444607097757,25,5,12,652.8259999752045,-12.831603128816095,11,461.9140000343323
0,0.3,-12.500433636748454,25,5,15,832.4920001029968,-12.49538241549456,16,647.085000038147
0,0.3,-12.631136815436918,25,5,10,516.5060000419617,-12.631416867110158,15,593.2769999504089
0,0.3,-12.626840276784748,25,5,14,840.8310000896454,-12.62284549010959,21,779.4820001125336
0,0.3,-24.240775144923365,25,10,16,1548.5199999809265,-24.240192882691947,17,1107.9590001106262
0,0.3,-24.56475421468881,25,10,9,836.569000005722,-24.5665240781793,28,1622.3430001735687
0,0.3,-24.64538016779521,25,10,13,1105.292000055313,-24.649471655195946,21,1124.5970001220703
0,0.3,-24.52639667481131,25,10,12,916.5940001010895,-24.53486115588823,22,1183.6470000743866
0,0.3,-24.508744159122912,25,10,13,1072.5910000801086,-24.509479683385877,14,806.4470000267029
0,0.8,-7.019334134654658,4,3,17,43.396000146865845,-7.0288654576904595,23,29.97000002861023
0,0.8,-7.538597375084661,4,3,7,20.322999954223633,-7.540305320569543,14,22.32099986076355
0,0.8,-7.405265437280847,4,3,9,26.23799991607666,-7.406969831063638,11,20.420999765396118
0,0.8,-7.501625726301817,4,3,9,20.740999937057495,-7.504837800648975,15,21.47699999809265
0,0.8,-7.071823737228653,4,3,11,26.31500005722046,-7.07418513376544,21,28.467999935150146
0,0.8,-11.625398154564163,4,5,98,286.01900005340576,-11.381959478064315,127,235.1840000152588
0,0.8,-11.759497230677582,4,5,18,98.65999984741211,-11.767251255597404,28,75.41700005531311
0,0.8,-12.188707478195237,4,5,11,54.74399995803833,-12.201588435770464,22,57.19799995422363
0,0.8,-11.89147635383936,4,5,11,59.42199993133545,-11.894594129965352,25,65.49500012397766
0,0.8,-11.80978805438788,4,5,17,84.18600010871887,-11.81289861546967,42,106.45700001716614
0,0.8,-23.44488857567653,4,10,17,319.90700006484985,-23.459202591879077,36,301.64099979400635
0,0.8,-21.93029601101926,4,10,97,1094.1169998645782,-22.055481173400473,120,843.7749998569489
0,0.8,-22.02136799920888,4,10,18,314.4340000152588,-22.03536153088625,48,403.7339999675751
0,0.8,-23.578493631582273,4,10,17,298.2979998588562,-23.567061372802456,42,363.2349998950958
0,0.8,-24.26094356293826,4,10,13,261.0189998149872,-24.264584182329266,62,561.1549999713898
0,0.8,-7.076080270384725,10,3,13,156.4909999370575,-7.082965927749611,21,152.0350000858307
0,0.8,-7.282387761062248,10,3,7,76.81299996376038,-7.28386044737597,13,109.99300003051758
0,0.8,-7.394261673938546,10,3,9,106.83399987220764,-7.39536974017426,9,86.12199997901917
0,0.8,-7.2863867336844335,10,3,8,88.62899994850159,-7.287827919554706,11,106.3420000076294
0,0.8,-7.280128665193889,10,3,8,86.91599988937378,-7.282610754809582,7,60.22699999809265
0,0.8,-11.993056213025369,10,5,10,187.24000000953674,-11.994399965728508,15,208.98399996757507
0,0.8,-11.807800955502747,10,5,9,177.2389998435974,-11.811144197244133,17,184.5920000076294
0,0.8,-12.160764059401469,10,5,7,109.16000008583069,-12.16247336417772,14,171.00300002098083
0,0.8,-12.0014385155587,10,5,8,136.17499995231628,-12.003455247923497,14,182.02099990844727
0,0.8,-12.028394293192655,10,5,9,167.36800003051758,-12.030328837130547,16,192.63000011444092
0,0.8,-23.385601340673286,10,10,27,992.2229998111725,-23.38896567685228,59,1335.6240000724792
0,0.8,-22.691884909138075,10,10,18,757.3800001144409,-22.7356746060281,42,990.5370001792908
0,0.8,-23.25606168270584,10,10,16,768.8239998817444,-23.30729301701357,38,883.0340001583099
0,0.8,-23.256026731480407,10,10,12,544.0519998073578,-23.305125339711914,21,453.68699979782104
0,0.8,-23.195097301193645,10,10,23,980.7649998664856,-23.243127577719708,27,610.864000082016
0,0.8,-7.294224627963745,15,3,8,241.86899995803833,-7.29614213907475,8,184.27699995040894
0,0.8,-7.279979605235776,15,3,10,297.26399993896484,-7.280486238280278,9,228.23300004005432
0,0.8,-7.286235308934216,15,3,10,292.6870000362396,-7.285754595871657,8,192.39000010490417
0,0.8,-7.266671158303785,15,3,9,281.7350001335144,-7.267842646029015,9,218.38300013542175
0,0.8,-7.332657885157117,15,3,9,255.22300004959106,-7.33289701736267,8,190.22300004959106
0,0.8,-12.013750932873666,15,5,7,261.6180000305176,-12.017709324560437,12,442.2649998664856
0,0.8,-11.896627601692037,15,5,13,579.7550001144409,-11.892465967934593,10,366.66799998283386
0,0.8,-12.021024486915405,15,5,9,363.74399995803833,-12.022555633178808,11,400.0380001068115
0,0.8,-12.02593164272119,15,5,8,296.739000082016,-12.027374484831851,11,385.2569999694824
0,0.8,-12.078136908541493,15,5,8,312.48200011253357,-12.091936259426909,13,323.893000125885
0,0.8,-23.59507389755846,15,10,14,1035.263000011444,-23.601678902984347,26,1240.625
0,0.8,-23.766608324499543,15,10,10,745.923999786377,-23.768401447828143,29,1388.6510000228882
0,0.8,-23.21891353287826,15,10,14,1108.8960001468658,-23.24898742822821,37,1652.4679999351501
0,0.8,-23.001955408295707,15,10,12,992.9679999351501,-23.022380644916282,32,1462.9319999217987
0,0.8,-21.378632789026902,15,10,60,3316.542000055313,-21.80399464938969,88,3402.673000097275
0,0.8,-7.326449448032667,20,3,9,516.5910000801086,-7.3272646045943315,9,463.8239998817444
0,0.8,-7.406677868910911,20,3,10,638.9079999923706,-7.4033454647964305,13,526.0
0,0.8,-7.276495220506985,20,3,11,658.1010000705719,-7.276268315571535,11,585.3220000267029
0,0.8,-7.287034312994924,20,3,8,434.55200004577637,-7.288441124373618,9,462.9079999923706
0,0.8,-7.386955881225351,20,3,10,585.3620002269745,-7.38690223522509,10,528.5679998397827
0,0.8,-11.846059924101052,20,5,13,1018.8230001926422,-11.84748770549104,18,930.8399999141693
0,0.8,-12.174232302949331,20,5,9,675.2630000114441,-12.175984114749102,11,780.5320000648499
0,0.8,-12.091712405066,20,5,9,717.0569999217987,-12.095197326990537,10,577.4210000038147
0,0.8,-12.054267750209494,20,5,8,540.4769999980927,-12.055259105353176,11,724.9280002117157
0,0.8,-12.250420911962145,20,5,9,630.7910001277924,-12.254243772926884,8,483.67199993133545
0,0.8,-23.832203145929046,20,10,10,1212.933000087738,-23.833787928337,17,1700.5169999599457
0,0.8,-23.205813266799066,20,10,22,2453.736999988556,-23.273620010220135,33,2295.686999797821
0,0.8,-23.731344750185105,20,10,11,1402.4470000267029,-23.740195194409473,26,1836.0
0,0.8,-23.686692227643118,20,10,10,1240.430999994278,-23.689890246495697,29,2372.9029998779297
0,0.8,-23.95043473106407,20,10,10,1354.8919999599457,-23.975327574550946,12,1065.133999824524
0,0.8,-7.320342128054863,25,3,8,854.8519999980927,-7.320775261428189,7,574.0410001277924
0,0.8,-7.303837111489273,25,3,10,1092.3440001010895,-7.302189526158662,8,685.3919999599457
0,0.8,-7.2833716323581275,25,3,7,616.6310000419617,-7.285810525221204,9,784.1099998950958
0,0.8,-7.349338314900455,25,3,10,1106.1800000667572,-7.351047634216723,18,1383.9670000076294
0,0.8,-7.337351981151933,25,3,9,871.8140001296997,-7.3352015082372715,7,578.6510000228882
0,0.8,-12.090773624664289,25,5,11,1484.0480000972748,-12.087750913743267,8,822.904000043869
0,0.8,-12.077851967202502,25,5,9,1096.7019999027252,-12.0795402170566,10,1146.9750001430511
0,0.8,-11.973525433771567,25,5,15,1961.016000032425,-11.976190365304953,27,2106.401999950409
0,0.8,-12.046093427913615,25,5,11,1347.1180000305176,-12.04607499158066,12,964.9859998226166
0,0.8,-12.035825542213633,25,5,10,1209.3470001220703,-12.037735994761869,9,974.7690000534058
0,0.8,-23.944585973100118,25,10,11,2110.7009999752045,-23.945673114317024,12,2199.6770000457764
0,0.8,-23.513072639460237,25,10,18,3675.0759999752045,-23.468683416404602,28,3363.3399999141693
0,0.8,-23.972763330337777,25,10,9,1633.6679999828339,-23.974050818137986,18,2845.7320001125336
0,0.8,-23.573929167305536,25,10,17,3531.829999923706,-23.576122779112072,36,3926.8689999580383
0,0.8,-23.828696056433497,25,10,12,2521.8840000629425,-23.829598018089545,15,2564.483999967575
0,0.5,-7.827112850577491,4,3,9,17.58799982070923,-7.834668935006871,28,16.723999977111816
0,0.5,-7.262113249221104,4,3,12,23.016000032424927,-7.264235633136295,27,23.424000024795532
0,0.5,-7.7111984827561,4,3,7,15.742000102996826,-7.715228204344286,18,17.022000074386597
0,0.5,-7.3457063378369245,4,3,7,13.889999866485596,-7.36060990514817,22,22.479000091552734
0,0.5,-7.526898555308168,4,3,11,21.980000019073486,-7.5291006604466375,18,18.497999906539917
0,0.5,-12.315463878948453,4,5,14,46.28399991989136,-12.301805099597352,15,31.128999948501587
0,0.5,-12.176474366924815,4,5,8,32.5770001411438,-12.205666711939859,23,36.473999977111816
0,0.5,-11.361808315888169,4,5,12,45.36400008201599,-11.391631882247552,25,40.15700006484985
0,0.5,-11.863252989972379,4,5,9,30.914000034332275,-11.885762728697486,19,30.93400001525879
0,0.5,-11.425713965456016,4,5,10,37.579999923706055,-11.427330306210331,31,55.75099992752075
0,0.5,-24.58092314975209,4,10,8,110.77900004386902,-24.603237620674186,29,172.68799996376038
0,0.5,-21.217044815479426,4,10,207,1067.8030002117157,-22.725819240022794,241,453.135999917984
0,0.5,-23.267552180147394,4,10,11,112.48100018501282,-23.30305476460299,73,354.7150001525879
0,0.5,-23.30044269943543,4,10,202,916.7880001068115,-21.168760982182082,112,388.05799984931946
0,0.5,-18.397985947766436,4,10,248,1193.8489999771118,-19.09077845141749,119,440.62400007247925
0,0.5,-7.595707245897563,10,3,10,75.10499978065491,-7.592433404211023,8,45.396000146865845
0,0.5,-7.400622599956257,10,3,9,77.92900013923645,-7.402312457318593,10,63.88800001144409
0,0.5,-7.560641441390588,10,3,11,98.92999982833862,-7.56316900273114,9,56.59999990463257
0,0.5,-7.456284760416153,10,3,11,89.13899993896484,-7.455466793775261,9,58.009000062942505
0,0.5,-7.67810569834622,10,3,10,86.16000008583069,-7.6789584325938955,11,69.38699984550476
0,0.5,-12.49190140713575,10,5,10,128.80200004577637,-12.493102661493644,15,131.9670000076294
0,0.5,-12.073331232461157,10,5,13,170.00699996948242,-12.075994026692626,21,166.40199995040894
0,0.5,-12.001395706778505,10,5,12,136.59899997711182,-12.02043559747835,14,103.12000012397766
0,0.5,-12.357984346207312,10,5,10,134.46900010108948,-12.361074043605182,16,136.9909999370575
0,0.5,-11.8976439227633,10,5,9,97.88600015640259,-11.902745898905678,12,124.23600006103516
0,0.5,-23.154473430877374,10,10,15,437.1909999847412,-23.15874688824456,27,441.61100006103516
0,0.5,-23.86734719647993,10,10,11,327.8340001106262,-23.888003166184973,32,463.69599986076355
0,0.5,-24.405457400413873,10,10,14,436.32800006866455,-24.42366391553268,33,481.0439999103546
0,0.5,-22.907673466496654,10,10,25,619.0609998703003,-22.916900831204607,39,589.9240000247955
0,0.5,-24.073739686764448,10,10,13,345.5810000896454,-24.07450792296061,32,539.8900001049042
0,0.5,-7.512839218996501,15,3,13,256.039999961853,-7.515345774534918,26,327.25099992752075
0,0.5,-7.562350491668386,15,3,13,282.5150001049042,-7.560240254556284,16,228.23300004005432
0,0.5,-7.496676249296582,15,3,12,230.4100000858307,-7.497326959900663,19,257.4489998817444
0,0.5,-7.6958919382167545,15,3,9,154.47399997711182,-7.69358903988719,9,115.70300006866455
0,0.5,-7.416345224623312,15,3,10,195.60000014305115,-7.417830270411007,16,233.83699989318848
0,0.5,-12.093908404948557,15,5,11,255.018000125885,-12.09721627834017,11,223.24599981307983
0,0.5,-12.439980743687318,15,5,10,259.25099992752075,-12.441977176635577,12,249.26600003242493
0,0.5,-12.427274110366136,15,5,8,201.63700008392334,-12.441563880220727,15,288.3019998073578
0,0.5,-12.34340057151109,15,5,10,267.4079999923706,-12.344775939101702,10,209.99199986457825
0,0.5,-12.072712053464505,15,5,10,271.1470000743866,-12.073464400710112,16,293.23799991607666
0,0.5,-24.043554801314077,15,10,9,423.9020001888275,-24.067600179967705,14,471.99000000953674
0,0.5,-24.205345874252544,15,10,13,534.2620000839233,-24.229977722521625,15,494.79299998283386
0,0.5,-23.987340125057045,15,10,10,510.03200006484985,-24.004600251170988,15,498.91100001335144
0,0.5,-24.09148681310691,15,10,11,497.9519999027252,-24.106478670806858,20,582.9199998378754
0,0.5,-23.74434185843119,15,10,25,1141.4070000648499,-23.737830182568644,23,810.3699998855591
0,0.5,-7.541785263652168,20,3,13,539.1510000228882,-7.541887059164967,24,576.7139999866486
0,0.5,-7.558133882080792,20,3,13,569.6219999790192,-7.557236429446554,14,472.5639998912811
0,0.5,-7.561303489597757,20,3,10,409.8129999637604,-7.558805852826023,11,329.3840000629425
0,0.5,-7.746782338686462,20,3,11,396.01900005340576,-7.745720340262491,13,358.29500007629395
0,0.5,-7.6667858282648575,20,3,10,344.6470000743866,-7.670829203469184,17,476.2359998226166
0,0.5,-12.53505746979329,20,5,9,492.47199988365173,-12.537588407109318,14,510.81900000572205
0,0.5,-12.102476312883581,20,5,12,598.9199998378754,-12.103617627547505,13,492.1419999599457
0,0.5,-12.37485042772245,20,5,11,544.6130001544952,-12.375667774462148,13,547.5730001926422
0,0.5,-12.280488913395875,20,5,13,673.0769999027252,-12.27902277263772,14,542.8909997940063
0,0.5,-12.29155970373769,20,5,9,416.50600004196167,-12.294952811320833,10,319.9429998397827
0,0.5,-24.370934666184002,20,10,11,923.1410000324249,-24.374680040244296,23,1236.3429999351501
0,0.5,-24.213904326100405,20,10,10,849.0410001277924,-24.228930539756373,12,765.4479999542236
0,0.5,-23.989040581342064,20,10,11,900.6529998779297,-24.023533626470567,13,731.7910001277924
0,0.5,-24.249958241584636,20,10,12,1086.207999944687,-24.259568056471245,11,767.5230000019073
0,0.5,-24.49349850761379,20,10,11,911.3889999389648,-24.497027000264435,13,917.1389999389648
0,0.5,-7.700742656067769,25,3,13,938.5279998779297,-7.699813070316931,18,880.0
0,0.5,-7.4936706302588725,25,3,12,868.4909999370575,-7.492517674844143,17,809.8069999217987
0,0.5,-7.650255168501546,25,3,13,854.1240000724792,-7.646390081455278,16,720.3819999694824
0,0.5,-7.487929380561736,25,3,12,846.0649998188019,-7.489597357282372,21,941.9449999332428
0,0.5,-7.514696187501588,25,3,11,726.3209998607635,-7.5101938434011295,11,587.7019999027252
0,0.5,-12.263868191573334,25,5,10,760.6730000972748,-12.265214552408755,11,718.1420001983643
0,0.5,-12.407201325807046,25,5,10,922.4679999351501,-12.407221555061595,12,751.4860000610352
0,0.5,-12.335402998098822,25,5,9,686.3789999485016,-12.336795908025131,10,720.5439999103546
0,0.5,-12.25733992930535,25,5,11,880.2819998264313,-12.257892650753854,15,906.444000005722
0,0.5,-12.324333798873107,25,5,9,785.760999917984,-12.32561110312632,11,821.5420000553131
0,0.5,-24.00365114526595,25,10,9,1154.4340000152588,-24.00489276023539,16,1582.8369998931885
0,0.5,-23.974498054093317,25,10,9,1125.0519998073578,-23.976577705169717,15,1600.773999929428
0,0.5,-24.39383360468046,25,10,10,1215.2960000038147,-24.395807081961124,20,1805.468999862671
0,0.5,-24.29369216460122,25,10,11,1408.9379999637604,-24.29550633945843,19,1732.7999999523163
0,0.5,-24.409744638630166,25,10,11,1397.6460001468658,-24.414650240291436,19,1714.0019998550415
